Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Day,Weekday,Quarter,WeekOfYear,Sales_Lag_1,Sales_Lag_7,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
7479,CA-2014-167199,2014-01-06,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,4,0.0,204.1092,2014,1,6,0,1,2,391.98,3.54,0.0,624.2194285714286,0.0
7480,CA-2014-167199,2014-01-06,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,4,0.0,0.3112,2014,1,6,0,1,2,755.96,19.536,0.0,625.8742857142857,0.0
7481,CA-2014-167199,2014-01-06,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6.54,1,0.0,3.0084,2014,1,6,0,1,2,31.12,5.48,0.0,626.0257142857142,0.0
5328,CA-2014-130813,2014-01-06,1/8/2014,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0.0,9.3312,2014,1,6,0,1,2,6.54,2573.82,0.0,261.1142857142857,0.0
7661,CA-2014-105417,2014-01-07,1/12/2014,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,3,0.6,-53.7096,2014,1,7,1,1,2,19.44,609.98,0.0,184.93542857142856,0.0
7662,CA-2014-105417,2014-01-07,1/12/2014,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,7,0.8,-18.2525,2014,1,7,1,1,2,76.728,12.78,0.0,184.5997142857143,0.0
593,CA-2014-135405,2014-01-09,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,2014,1,9,3,1,2,10.43,391.98,0.0,129.93742857142857,0.0
594,CA-2014-135405,2014-01-09,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75,2014,1,9,3,1,2,9.344,755.96,0.0,26.40028571428571,0.0
867,CA-2014-149020,2014-01-10,1/15/2014,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954,2014,1,10,4,1,2,31.2,31.12,0.0,29.374571428571425,0.0
866,CA-2014-149020,2014-01-10,1/15/2014,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0.0,1.3583,2014,1,10,4,1,2,51.94,6.54,0.0,28.85314285714286,0.0
717,CA-2014-130092,2014-01-11,1/14/2014,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,2014,1,11,5,1,2,2.89,19.44,0.0,27.496000000000002,0.0
768,CA-2014-162775,2014-01-13,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.3548,2014,1,13,0,1,3,9.94,76.728,0.0,98.33200000000001,0.0
767,CA-2014-162775,2014-01-13,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0.0,2.7072,2014,1,13,0,1,3,572.58,10.43,0.0,97.6477142857143,0.0
4940,CA-2014-157147,2014-01-13,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,2014,1,13,0,1,3,5.64,9.344,0.0,99.1557142857143,0.0
9630,CA-2014-118192,2014-01-13,1/18/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.438,2,0.7,-2.5212,2014,1,13,0,1,3,19.9,31.2,0.0,95.18971428571429,0.0
4938,CA-2014-157147,2014-01-13,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,2014,1,13,0,1,3,3.438,51.94,0.0,277.1768571428571,0.0
9629,CA-2014-118192,2014-01-13,1/18/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.408,7,0.2,13.0928,2014,1,13,0,1,3,1325.85,2.89,0.0,282.10799999999995,0.0
764,CA-2014-162775,2014-01-13,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.3392,2014,1,13,0,1,3,37.408,9.94,0.0,282.3108571428571,0.0
2979,CA-2014-109232,2014-01-13,1/16/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504,2014,1,13,0,1,3,11.36,572.58,0.0,278.50514285714286,0.0
4939,CA-2014-157147,2014-01-13,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294,2014,1,13,0,1,3,545.94,5.64,0.0,325.41357142857134,259.32436666666666
765,CA-2014-162775,2014-01-13,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.0,25.47,2014,1,13,0,1,3,333.999,19.9,16.448,329.8478571428571,260.4741
766,CA-2014-162775,2014-01-13,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.696,2014,1,13,0,1,3,50.94,3.438,11.784,421.74814285714285,281.6393
6475,CA-2014-149524,2014-01-14,1/15/2014,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.2856,2014,1,14,1,1,3,646.74,1325.85,272.736,241.19242857142856,274.6134333333333
1914,CA-2014-103366,2014-01-15,1/17/2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,2014,1,15,2,1,3,61.96,37.408,3.54,257.2698571428572,279.49376666666666
974,CA-2014-115791,2014-01-16,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493,2014,1,16,3,1,3,149.95,11.36,19.536,259.943,279.84496666666666
971,CA-2014-115791,2014-01-16,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,2014,1,16,3,1,3,30.072,545.94,5.48,200.1092857142857,283.8991
972,CA-2014-115791,2014-01-16,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3,0.4,-31.05,2014,1,16,3,1,3,127.104,333.999,2573.82,170.13799999999998,202.2451
973,CA-2014-115791,2014-01-16,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312,2014,1,16,3,1,3,124.2,50.94,609.98,165.5162857142857,182.53203333333332
5365,CA-2014-123477,2014-01-18,1/21/2014,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864,2014,1,18,5,1,3,18.588,646.74,12.78,82.39114285714284,184.26816666666667
5463,CA-2014-146591,2014-01-19,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,2014,1,19,6,1,3,64.864,61.96,391.98,78.15971428571424,172.2801666666667
5464,CA-2014-146591,2014-01-19,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,2014,1,19,6,1,3,32.34,149.95,755.96,64.74742857142854,148.9503
5465,CA-2014-146591,2014-01-19,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,2014,1,19,6,1,3,56.064,30.072,31.12,75.98285714285711,151.53696666666667
5466,CA-2014-146591,2014-01-19,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,2014,1,19,6,1,3,108.72,127.104,6.54,83.74942857142854,157.3679666666667
6333,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,2014,1,20,0,1,4,181.47,124.2,19.44,68.11085714285711,157.21096666666665
6334,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.365,2014,1,20,0,1,4,14.73,18.588,76.728,69.69828571428567,155.64336666666668
5737,CA-2014-148614,2014-01-20,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,2014,1,20,0,1,4,29.7,64.864,10.43,63.197714285714255,155.94103333333337
7121,US-2014-147774,2014-01-20,1/26/2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1,0.7,-51.5154,2014,1,20,0,1,4,19.36,32.34,9.344,68.1768571428571,157.86936666666668
6332,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,2014,1,20,0,1,4,67.194,56.064,31.2,66.44199999999996,158.29336666666666
1124,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.58,2014,1,20,0,1,4,43.92,108.72,51.94,56.424857142857114,157.8487
1125,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.7901,2014,1,20,0,1,4,38.6,181.47,2.89,31.447714285714255,157.97336666666666
6331,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.9792,2014,1,20,0,1,4,6.63,14.73,9.94,38.854857142857114,159.86136666666667
1127,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2674,2014,1,20,0,1,4,66.58,29.7,572.58,187.17485714285712,176.3733666666667
6329,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.9535,2014,1,20,0,1,4,1067.94,19.36,5.64,187.13057142857141,176.82036666666667
6328,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234,2014,1,20,0,1,4,19.05,67.194,19.9,216.52285714285713,185.25503333333336
6327,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,2014,1,20,0,1,4,272.94,43.92,3.438,212.24571428571429,185.60643333333334
1126,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.9698,2014,1,20,0,1,4,13.98,38.6,1325.85,210.06571428571425,142.18943333333334
1123,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0.0,6.6584,2014,1,20,0,1,4,23.34,6.63,37.408,212.39857142857142,141.70783333333335
5738,CA-2014-148614,2014-01-20,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,2014,1,20,0,1,4,22.96,66.58,11.36,205.64428571428567,141.9725
6330,CA-2014-167927,2014-01-20,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,2014,1,20,0,1,4,19.3,1067.94,545.94,88.46942857142855,132.03170000000003
1122,US-2014-147627,2014-01-20,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818,2014,1,20,0,1,4,247.716,19.05,333.999,185.73799999999997,144.22940000000003
9990,CA-2014-110422,2014-01-21,1/23/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.1028,2014,1,21,1,1,4,699.93,272.94,50.94,150.35342857142854,143.37300000000002
9887,CA-2014-146997,2014-01-23,1/27/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.0,0.0,2014,1,23,3,1,4,25.248,13.98,646.74,149.2048571428571,122.01299999999999
9156,CA-2014-102645,2014-01-23,1/28/2014,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,2014,1,23,3,1,4,5.94,23.34,61.96,151.59628571428567,121.28366666666668
2582,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34,2014,1,26,6,1,4,40.08,22.96,149.95,150.69914285714282,116.84133333333334
8151,CA-2014-167997,2014-01-26,1/29/2014,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2014,1,26,6,1,4,16.68,19.3,30.072,168.22199999999995,120.57093333333333
2585,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0.0,52.6344,2014,1,26,6,1,4,141.96,247.716,127.104,159.68828571428568,122.60013333333333
2584,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712,2014,1,26,6,1,4,187.98,699.93,124.2,61.47257142857139,118.87413333333333
2583,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,2014,1,26,6,1,4,12.42,25.248,18.588,80.0585714285714,123.43286666666667
2581,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.3312,2014,1,26,6,1,4,155.35,5.94,64.864,81.98714285714281,121.91873333333334
2580,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0,2014,1,26,6,1,4,19.44,40.08,32.34,146.24999999999997,137.1714
2579,US-2014-155502,2014-01-26,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.7818,2014,1,26,6,1,4,489.92,16.68,56.064,152.84142857142857,137.3966
8150,CA-2014-167997,2014-01-26,1/29/2014,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196,2014,1,26,6,1,4,62.82,141.96,108.72,134.08714285714282,134.1286
3795,US-2014-117163,2014-01-27,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.3075,2014,1,27,0,1,5,10.68,187.98,181.47,115.40857142857139,129.98726666666667
3797,US-2014-117163,2014-01-27,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.0252,2014,1,27,0,1,5,57.23,12.42,14.73,118.83999999999996,130.71093333333334
3796,US-2014-117163,2014-01-27,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.65,2014,1,27,0,1,5,36.44,155.35,29.7,144.2185714285714,140.82093333333336
3084,CA-2014-100328,2014-01-28,2/3/2014,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,2014,1,28,1,1,5,333.0,19.44,19.36,142.0025714285714,140.30653333333336
6389,CA-2014-134103,2014-01-30,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982,2014,1,30,3,1,5,3.928,489.92,67.194,104.8625714285714,145.7314
6388,CA-2014-134103,2014-01-30,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,2014,1,30,3,1,5,229.94,62.82,43.92,97.3968571428571,144.6194
3366,CA-2014-115161,2014-01-31,2/2/2014,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196,2014,1,31,4,1,5,10.56,10.68,38.6,137.39485714285712,153.02160000000003
541,CA-2014-140795,2014-02-01,2/3/2014,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,2014,2,1,5,1,5,290.666,57.23,6.63,196.2048571428571,168.43060000000003
9138,CA-2014-123400,2014-02-02,2/9/2014,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,2,0.7,-12.224,2014,2,2,6,1,5,468.9,36.44,66.58,193.61857142857139,166.82246666666668
